1,0.00022496523395455366
2,0.00021704734959277638
3,0.00020875067025521277
4,0.00020046187901721257
5,0.00019356153718935512
6,0.00018568080534863684
7,0.00017812869549509942
8,0.0001679801008747457
9,0.0001598191488217538
10,0.00015195232317629428
11,0.00014099952626393125
12,0.00013360841242840218
13,0.00012293620570446854
14,0.00011279034758607331
15,0.00010703962530199835
16,9.034621241158567e-05
17,8.717484768973448e-05
18,7.24243283416783e-05
19,6.521346242369592e-05
20,5.123834252638537e-05
21,4.051217008592836e-05
22,3.947684511969279e-05
23,3.703119113686393e-05
24,3.057325827889055e-05
25,2.1919754584708762e-05
26,1.6695095857596842e-05
27,1.0113105028128367e-05
28,1.147518175044706e-05
29,1.2641881559839326e-05
30,1.2559713991197851e-05
31,8.941513365657452e-06
